location,gender,category,target,time,day,date,year_month,like,after,comment_text
Others,male,MA,G,12,Friday,2018/1/19,2018/01,0,女权主义 白 左 ， 毒瘤 ，       女人 ,女权主义和白左一样，都是毒瘤，呵   女人
Beijing,female,MA,I,21,Friday,2018/1/19,2018/01,1,Samantha   Bee   ， 女性 （ 权 ） 主义者 ， 意识 ， 外挂 两腿 附件 （ 原始 本能 ） 。 睾丸酮 生殖 交媾 本能 ， 欢愉 意志 ， 智力 无关 。 ， 规则 （ rules ） ， 禽兽 无差别 。   :   ) ,Samantha Bee 的意思是，如果你是一个女性（权）主义者，你的行为和意识，就不能总是由那个外挂在两腿之间的附件（原始本能）来决定。睾丸酮属于生殖交媾的本能，不是欢愉的意志，完全与智力无关。是的，没有规则（rules），人与禽兽并无差别。 : )
Others,female,MA,I,22,Friday,2018/1/19,2018/01,1,精英 女权 身在 高位 久 犯 “ 何不 食 肉糜 ” 错误 ！ 厌 女症 ， 性别 暴力 ， 受害者 有罪 泛滥 ， 捍卫 男人 求欢 权 调情 权 ？ 神经病 ？ ,有些精英女权身在高位久了就容易犯“何不食肉糜”的错误！在厌女症，性别暴力，受害者有罪论还如此泛滥的现在，还要首先捍卫男人的求欢权调情权？神经病吧？
Hubei,male,SCB,G,23,Friday,2018/1/19,2018/01,0,""" 人性 ， 平等 、 博爱 旗帜 ， 国王 送上 断头台 ","人性啊，打的平等、博爱的旗帜，然后就把国王送上了断头台,本来代表着进步、开明的女权主义越来越变成了极端分子的代名词,当你站在道德高地对别人指指点点，别人只会觉得你傲慢、偏见、无知。,这次的女权运动在美国我可以肯定是以失败告终，大部分温和的支持的女权的男性都被激怒了，这次的女权运动制造的男女仇恨大大超过来实际对女性带来的利益。就跟美国这些年搞得黑人运动一样，只制造仇恨，完全不解决问题。如果你觉得让人闭嘴，逼人表态能解决问题，想想这些年美国在中东策略，"
Beijing,female,MA,G,0,Saturday,2018/1/20,2018/01,1,重点 : 1 . metoo 保护 性侵 女性 ， 攻击 男性 ； 2 . 阿萨 里 性 侵者 ， 实施 舒服 性行为 ； 3 . metoo qj 、 性侵 舒服 性行为 等同 ； 4 . 女性 有权 公开 讨论 舒服 性行为 ； 5 . 公开 讨论 毁掉 男性 ； 6 . 男性 嘿咻时 懂 尊重 女性 ， 找 五指 姑娘 ,重点:1.metoo是为了保护其他被性侵女性，不是为了攻击男性；2.阿萨里不是性侵者，他只是实施了让人不舒服的性行为；3.metoo从不认为qj、性侵和不舒服的性行为是等同的；4.女性有权公开讨论不舒服的性行为；5.公开讨论不是为了毁掉男性；6.男性如果在嘿咻时不懂尊重女性，就找五指姑娘吧
Hubei,female,MA,I,21,Wednesday,2018/1/24,2018/01,0,生毛毛 群里 ， 少女 权利 ， 老公 孕期 出轨 … … 婆婆 照顾 坐月子 嫁 家 … … 男女平等 难 女权 自强 … … … ,我在一个生毛毛的群里，不少女的一边觉得自己很有权利，一边觉得自己老公可以孕期出轨……还觉得婆婆来照顾自己坐月子是应该的因为自己嫁到他们家了……跟这些人说男女平等都难更别说女权和自强………
Others,female,SA,I,22,Wednesday,2018/2/7,2018/02,8,衣着 暴露 赛车 女郎 还会 观众 ,没有衣着暴露的赛车女郎还会有观众吗
Guangdong,male,SO,I,0,Saturday,2018/2/10,2018/02,0,""" 一名 男   性 工作人员 ","一名男 性工作人员,加西亚 摸到这名男 “性 工作者“”的私密部位太小 太细，就放弃了夜宿他，他气急败坏，对加西亚进行指控。"
Beijing,female,MA,I,6,Saturday,2018/2/10,2018/02,0,体会 女人 30 如狼 40 如虎 男人 不行 ， 好意思 嘲讽 ,能体会到女人30如狼40如虎的男人说明你不行啊，还好意思说出来嘲讽
Others,female,MA,G,22,Saturday,2018/2/10,2018/02,17,承认 ， 接受 调查 。 妇女 报 护 屌 ,人家说的是不承认，愿意接受调查。你这妇女报怎么专门护屌啊
Others,male,SCB,I,9,Sunday,2018/2/11,2018/02,2,底下 一群 loser 老母 狗 洗白 ， 骂 变态 老母 狗 ， 这群 loser 气急败坏 疯狂 辱骂 ， 气急败坏 放心 ,底下一群loser还在替这个老母狗洗白，我骂变态老母狗，这群loser气急败坏上来就疯狂辱骂我，看到她们气急败坏我就放心了
Heilongjiang,male,SO,G,12,Sunday,2018/2/11,2018/02,68,凯瑟琳 德纳 芙 宣扬 “ 自由 调情 ” 社会 ， 太过 理想化 ， 现实 女性 侵害 ,凯瑟琳德纳芙宣扬的“自由调情”的社会，太过理想化了，现实更多的是女性受到了侵害
Hunan,male,SCB,G,12,Sunday,2018/2/11,2018/02,8,建立 公正 判定 ？ 女性 弱势 世界 中 ,那到底怎么建立公正的判定？在一个女性弱势的世界中
Others,female,SCB,G,13,Sunday,2018/2/11,2018/02,72,女权运动 不易 。 女人 被压迫 世纪 ， 一弄些 活动 ， 男 酸 。 ,可见女权运动有多不易。女人被压迫多少世纪了，一弄些个活动，男的就不愿意了各种酸了。
Shandong,female,SCB,G,13,Sunday,2018/2/11,2018/02,11,局面 压迫 ， 欺压 女性 数千年 karma ， 历史 必然性 ， 想要 节奏 ， 程度 走 。 愤怒 解决不了 ， 男权 执迷不悟 ， 后果 只会 ， 输掉 一方 ， 审视 ， 错误 ， 做 事 ， 讨论 metoo 正确性 。 ,今天的局面是压迫，欺压女性数千年后的karma，历史前进的必然性，进步从不会按照你想要的节奏，程度来走。愤怒是解决不了问题，但男权继续执迷不悟下去，后果只会更严重，最后人人都是输掉的一方，所以开始审视自己的行为，认识错误，才是现在该做的事，而不是讨论metoo的正确性。
Others,male,MA,I,21,Sunday,2018/2/11,2018/02,2,反抗 ？ 男权 根基 渔翁得利 ？ ,向谁反抗？男权的根基是不是在渔翁得利？
Sichuan,female,MA,I,7,Monday,2018/2/12,2018/02,12,评论 区 看头 ， 男性 喜爱 “ 色情 ” “ 创作自由 ” ， 特么 问过 消费 女性 ？ ,评论区很有看头，也许男性喜爱“合理的色情”和“创作自由”，但是你们特么问过被消费的女性了吗？
Shanghai,female,MA,G,9,Monday,2018/2/12,2018/02,1,男性 性侵 新闻 底下 热评 全是 反讽 机灵 不行 特别 feminist ， 提出 不妥 理直气壮 直 男癌 以牙还牙 ， 每次 低级 发泄 反感 不行 ， 狗咬狗 ,还有有男性受到性侵的新闻底下的热评全是反讽的还以为自己机灵的不行特别feminist，别人提出不妥还理直气壮说是对直男癌的以牙还牙，每次看到这种低级的发泄行为都反感的不行，狗咬狗罢了
Tianjin,female,MA,G,10,Monday,2018/2/12,2018/02,1,证明 没脑子 田园 女权 婊 ,可以证明你是个没脑子的田园女权婊了
Tianjin,female,MA,I,10,Monday,2018/2/12,2018/02,2,无数 田园 女权 婊 微博 疯狂 跳脚 ， 抱 键盘 一顿 操作 站 说话 ？ 跳 ,无数田园女权婊在微博疯狂跳脚，抱着键盘一顿操作还叫不站出来说话？都快跳起来了
Oversea,female,SCB,G,12,Monday,2018/2/12,2018/02,0,""" 男人 受 一点点 “ 委屈 ” 跳出 平等 。 女人 忍气吞声 受 多年 委屈 ， 性侵犯 骚扰 女人 一辈子 伤害 事业 前途 。 委屈 ， 干 下三滥 事情 。 / ","男人才受了那么一点点“委屈”就跳出来讲平等。女人已经忍气吞声受了那么多年委屈了，性侵犯和骚扰对女人一辈子的伤害何止是事业和前途上的。如果觉得委屈，那么一开始就不要干那些下三滥的事情。/,讲平等，好，多少女性在职场内外遭受性侵犯和骚扰因为无法“定罪”要遭受阴霾。男性在执法司法系统中一直都是性犯罪的“既得利益者”。那么好了，天道好轮回，现在才迎来女性的第一次疯狂“反攻”跟反噬就有人跳出来讲“平等”。可笑，苍天饶过谁。//"
Oversea,female,MA,I,14,Monday,2018/2/12,2018/02,0,""" 自愿 跑 丢人现眼 智障 不用 怼 ， 脏手 脏 嘴 ","自愿跑来丢人现眼的这种智障就不用咱们亲自怼了，脏手脏嘴,某些人也许被强奸过所以很恼火，所以设置了拒绝评论拒绝at，这种人我们可以不用理了！以及，顺手举报了"
Heilongjiang,male,SO,G,18,Monday,2018/2/12,2018/02,3,凯瑟琳 德纳 芙 呼吁 “ 自由 调情 ” 社会 太过 理想化 ， 事实 女性 侵害 ,凯瑟琳德纳芙呼吁的“自由调情”的社会太过理想化，事实是更多女性受到了侵害
Guangdong,female,MA,I,18,Monday,2018/2/26,2018/02,0,韩国 总有 性骚扰 ...... 韩国 本土 老婆 、 骚 浪 、 .. 韩国 本来 喜欢 强暴 激情 .... ,怎么韩国总有这些性骚扰......是韩国本土老婆、不够骚还是不够浪、还是因为..韩国本来就喜欢强暴是的激情....
Shanghai,female,MA,I,18,Monday,2018/2/26,2018/02,0,爆 男人 感觉 ， 算 相 心生 ,最近爆出来的几个老男人确实看着的感觉都不是很好，也算相由心生吧
Beijing,male,SO,G,12,Tuesday,2018/3/6,2018/03,0,全家 女性 送来 搞 搞 ， 戴套 ， 保证 ,你全家女性送来给我搞一搞，我戴套，保证安全
Oversea,female,MA,G,2,Wednesday,2018/3/7,2018/03,15,话 ， ， MeToo 运动 ？ 发展 女 女权 东风 妖言惑众 污蔑 手段 。 ,同样一句话，我还以为我们已经在进步了，MeToo运动到底怎么了？发展到现在居然成为了让这种女的借女权东风来妖言惑众污蔑别人的手段了。
Shanghai,male,MA,G,8,Wednesday,2018/3/7,2018/03,0,蜗壳 关系 ？ 蜗壳 嫖娼 谈拢 价格 … … 啥时候 施虐 ？ ,和蜗壳有啥关系？蜗壳只是嫖娼没谈拢价格而已……啥时候施虐了？
Liaoning,male,MA,I,8,Wednesday,2018/3/7,2018/03,1,反对 性骚扰 性虐待 家庭暴力 。 过度 家庭 矛盾 感情 纠纷 成 单方 “ 性别 虐待 ” ， 这场 美式 “ 蚊格 ” 越 刮 越 炫 。 ,当然要反对性骚扰性虐待和家庭暴力。但过度地把双方问题产生的家庭矛盾和感情纠纷都成了单方的“性别虐待”，这场美式“蚊格”真是越刮越炫啊。
Oversea,female,SCB,G,11,Wednesday,2018/3/7,2018/03,2,精神 虐待 本来 虚 ， 国内 女生 作 ， 男朋友 能告 ， 百分之百 符合 精神 暴力 定义 ， 死扣 定义 ， 提起 精神 暴力 吃亏 女生 。 ,精神虐待本来就是很虚的，譬如现在国内的女生的作，是个男朋友其实就能告，这百分之百符合精神暴力的定义，但是不能死扣定义，提起精神暴力的话吃亏的会是女生。
Others,male,MA,I,17,Wednesday,2018/3/7,2018/03,3,常年性 侵 女演员 。 这句 话 95% 名 导演 实用 。 ,常年性侵女演员。这句话可以用在95%的名导演身上都实用。
Beijing,male,SA,I,17,Wednesday,2018/3/7,2018/03,0,娱乐圈 权色 强迫 交易 混乱 ， ， 娱乐圈 太多想 大红大紫 不惜代价 女人 ； ， 威权 人士 男 导演 男 投资人 权力 太 ， 演员 命运 。 权色 强迫 交易 屡见不鲜 主动 求 交易 。 。 。 。 ,娱乐圈的权色强迫交易可以说是最混乱的了，一方面，娱乐圈集中了太多想大红大紫不惜代价的人尤其是女人；另一方面，威权人士尤其是男导演男投资人权力太大，可以决定演员命运。权色强迫交易屡见不鲜甚至还有大量主动求交易的。。。。
Jiangsu,male,MA,G,18,Wednesday,2018/3/7,2018/03,23,""" 内心 肮脏 、 自卑 无耻 ， 女性 偏见 清清楚楚 。 此种 自尊 ， 建立 虚无缥缈 幻想 阿Q 式 幻觉 中 。 真真 作 ！ ","有些人的内心的肮脏、自卑与无耻，但从对女性的偏见上就能看的清清楚楚。此种人所有的自尊，都建立在自己虚无缥缈的幻想和阿Q式的幻觉中。真真下作！,有些人站着思考问题，有些人跪着歧视女性。"
Guangdong,female,MA,I,19,Wednesday,2018/3/7,2018/03,0,不用 中国 ， 哪国 ， 主动 上门 。 倒打一耙 。 女演员 不肯 不信 强奸 ,不用在中国，哪国都一样，不少主动上门的。现在就倒打一耙。要是女演员不肯我不信他强奸
Others,female,MA,I,11,Friday,2018/3/9,2018/03,0,恐女症 ？ ！ 做过 违法 事 ， 为啥 恐女 ？ ？ 逻辑 ？ 是因为 罪行 暴露 感到恐惧 ？ 暴露 安安心心 、 理所当然 性侵 女性 ？ 韩国 社会 ， ， 男权 社会 逻辑 改改 ,恐女症？！如果自己没有做过违法的事，为啥要恐女？？什么逻辑？是因为罪行被暴露了才感到恐惧吗？不暴露就能安安心心、理所当然地继续性侵女性了吗？韩国社会，不，男权社会的逻辑必须被改改了
Zhejiang,female,SCB,I,11,Friday,2018/3/9,2018/03,1,妇女 词儿 抵触 心理 太过 ， 偏激 女权 自信 体现 。 。 。 ,我觉得对妇女这词儿抵触心理太过，反而是部分偏激女权不自信的体现。。。
Shanghai,female,MA,G,16,Friday,2018/3/9,2018/03,504,希望 我国 丑闻 明星 羞愤 自觉 ， 自杀 ， 好歹 羞耻心 ,希望我国那些丑闻明星也有羞愤这个自觉，自杀就算了，好歹有点羞耻心
Beijing,male,MA,I,18,Friday,2018/3/9,2018/03,1,！ 舆论 恐怖 ！ 性侵 女 ？ 干嘛 死 掉 ， 楼主 希望 排着 队 性侵 ！ 喜欢 性侵 ！ 死 ， 可惜 那根 屌 ！ ,是哦！舆论好恐怖！不就是性侵几个女的吗？干嘛死掉呢，毕竟还有楼主这种希望排着队被性侵的！又不是谁都不喜欢被性侵！居然死了，可惜那根屌了！
Shanghai,female,MA,G,10,Saturday,2018/3/10,2018/03,364,羞耻心 ， 自杀 提倡 ， 态度 ， 请 我国 明星 学学 ， 品行不端 艺人 要点 脸 ， 少 蹦 哒 ， 追星 学生 多一些 ， 少 祸害 点 孩子 ,看看人家的羞耻心，自杀不提倡，但是这态度是对的，请我国明星学学，品行不端艺人要点脸，少蹦哒吧，毕竟追星的学生多一些，少祸害点孩子
Shanghai,female,SO,G,12,Saturday,2018/3/10,2018/03,1,我国 明星 可不 骚扰 女 学生 ， 睡 ， 打胎 团 粉丝 ？ 有人 洗 ， 脑残多 ， 办法 ,我国明星可不只是骚扰女学生，都是直接睡的，要不是打胎团的粉丝怎么来的？有人洗，脑残多，我有什么办法
Hong Kong,male,MA,G,13,Saturday,2018/3/10,2018/03,0,羞耻 罗 ！ 不认 越来越 受害者 站 指认 ， 好意思 ？ 妻子 ？ 畏罪 寻死 ？ ,羞耻罗！开始不认越来越多受害者站出来指认，这个时候你觉得他还好意思活？活下来怎样面对妻子？既然不是畏罪何必寻死？
