location,gender,category,target,time,day,year_month
Shanghai,male,SCB,I,18,Monday,2020-06
Zhejiang,male,MA,I,19,Monday,2020-06
Others,female,MA,I,1,Tuesday,2020-06
Others,female,MA,G,1,Tuesday,2020-06
Others,female,MA,I,4,Tuesday,2020-06
Others,female,MA,I,8,Tuesday,2020-06
Oversea,male,MA,I,11,Tuesday,2020-06
Beijing,female,MA,I,12,Tuesday,2020-06
Beijing,female,MA,I,12,Tuesday,2020-06
Beijing,female,MA,G,12,Tuesday,2020-06
Others,female,MA,I,12,Tuesday,2020-06
Liaoning,female,SCB,G,14,Tuesday,2020-06
Guangdong,female,MA,I,14,Tuesday,2020-06
Oversea,female,MA,I,14,Tuesday,2020-06
Beijing,male,SCB,G,14,Tuesday,2020-06
Sichuan,male,SO,I,14,Tuesday,2020-06
Others,female,MA,I,15,Tuesday,2020-06
Hebei,male,MA,I,15,Tuesday,2020-06
Liaoning,female,MA,G,15,Tuesday,2020-06
Others,female,MA,I,15,Tuesday,2020-06
Others,female,SCB,I,17,Tuesday,2020-06
Others,female,SCB,I,17,Tuesday,2020-06
Others,female,MA,I,17,Tuesday,2020-06
Guizhou,female,SO,G,17,Tuesday,2020-06
Guangxi,female,SCB,G,17,Tuesday,2020-06
Oversea,female,MA,I,17,Tuesday,2020-06
Zhejiang,female,MA,I,17,Tuesday,2020-06
Guangxi,female,SCB,I,17,Tuesday,2020-06
Oversea,female,SCB,G,23,Tuesday,2020-06
Tianjin,female,SCB,I,1,Wednesday,2020-06
Oversea,female,SCB,G,1,Wednesday,2020-06
Oversea,female,SCB,I,4,Wednesday,2020-06
Oversea,female,SCB,G,5,Wednesday,2020-06
Beijing,female,MA,I,8,Wednesday,2020-06
Shanghai,female,MA,G,12,Wednesday,2020-06
Hubei,female,SCB,I,13,Wednesday,2020-06
Others,female,SCB,G,16,Wednesday,2020-06
Others,male,MA,G,16,Wednesday,2020-06
Shanghai,male,SCB,I,9,Friday,2020-06
Guangdong,female,MA,I,11,Saturday,2020-06
Shanghai,female,SCB,I,22,Saturday,2020-06
Guangdong,male,MA,G,13,Tuesday,2020-06
Others,female,SCB,G,11,Thursday,2020-06
Hunan,female,MA,I,11,Thursday,2020-06
Hubei,female,MA,I,11,Thursday,2020-06
Others,female,MA,I,18,Thursday,2020-06
